label	text
SAR	i wonder if you really do still speak to her but delete it proof so i can not see or am i just too used to cheating boys
NON	really hate how i have to go to school for and hour today and it ' s my fav subject math ! 
SAR	i hate when people take my things it depends on what it is like my phone , hell no  , but i mean my virginity .  well .       
NON	rt there are many tough decisions in life . but wasting it is not one of them . 
SAR	shout out to my sister who is having her 3 rd  acl  surgery today . love u i will be home this weekend to help take care of you 
SAR	getting me some random followers doing this    ps .  my friend caught u at a good angle haha  yea yeahh 
NON	can walmart be a feeling ? i think that ' s how i feel today .
SAR	shout out to the bags and dark circles under my eyes for always being there
SAR	omgii .  followed me     thank you thank you  .  this really made my day .  
SAR	but man , if your soul asks for something that you truly need , the universe will have you .
SAR	 this could be downloaded right ? i wanna upload a bunch on my mp3
NON	glad my class is adolescent development yet we are learning about research that has nothing to do with adolescents . makes since right ?
SAR	ha !   usa  !  usa  ! rt   honey boo boo  beats republican national convention  rnc  in ratings
NON	i am going to start responding to videos people post of their babies on facebook with videos of me getting nine hours of sleep
SAR	 also praying for people in nigeria . suffering from attacks of boko haram . enough prayers to go around .
NON	i accidentally messed up my life how do i start a new account ?
NON	 the fact jazzlyn had to find out celeste has a bf through twitter acceptable lol dm me lil mama 
NON	looking back i think i should have straightened my hair instead of curling it for homecoming
SAR	bitch what am i ?
NON	i used to think the brain was the most important organ . then i thought , that ' s what it wants me to think .
NON	rt figured out today that my  gps  has autocorrect .  i put in beach house and ended up in my ex ' s driveway .
NON	  im glad , one less bitch on my dick  
SAR	thank god i wasn ' t that invested in scandal . if merder could go down , olitz was doomed . and sleepy hollow already broke my
SAR	 dang i never knew mrs . solomon can roast   good job mom
SAR	i have never laughed so much
NON	its comforting to know that mark butt fumble sanchez is my back up quarterback if nick jesus foles ever goes down .
SAR	quit speakin down on ppl situation and you do not even kno shit abt they situation 
SAR	 i found another one get ready for some spam
SAR	 was being a downer this morning . i text her morning she told me to suck her penis 
SAR	 you are scaring me now
SAR	just got a taste of sunday ' s sermon from isaiah  is going to speak so much hope in god into our hearts !
SAR	 it sounds amazing that ' s why we love it you guys made a great record as always 
NON	do what you want just do not get caught dh 
NON	i know you have been watching porn when i step in the room and you are on the computer staring at the google home page .
SAR	have a headache . i am all sweaty . car broke down . super tired .  great day 
SAR	not right now , no . but thanks for reaching out .
SAR	  his pace made him magical and that wasn ' t there post  . he was unreal for  years at milan . what a peak that was
SAR	 your performance was great though
SAR	i keep going from burning up to freezing cold . ugh i hate being sick dude ! gotta get better  asap  this ain ' t good for my bby
NON	 candy would be great , as would sleep . i will attempt to do both .
SAR	wanting to speak to someone for so long but when you finally do things only get worse .  great start to the day . fs
SAR	i sat with and we talked for a long time . about pretty much everything . the words .
NON	ap government is the most exciting class i have ever taken ? ! 
SAR	i mean , if the site ' s so awful , just leave , but sometimes you see things that are blatantly unfair and  have to  speak up .
SAR	i am chill i do not need my mentions full of children like khaos
NON	 rt i  made a joke that made me look / act so rude and i think i offended someone
SAR	she looks so pretty standing there !   ruffles bags kb fashion show 
SAR	will a pretty face make it better
NON	 yolo  ? good thing you told me this , i thought we all live twice .
SAR	i only have one question this winter . will it be another year of the vagina coat ?
SAR	 everyday i wish several times that you will notice my tattoos so please do xx  mtv stars  one direction
NON	you probably should not tweet sappy lyrics about your boyfriend when he was literally with me like last week .   awk   sucks to suck 
SAR	please enough of this i am jesus bc .  just take a chill pill on it .  smh . 
NON	welbeck is definently dat guy
SAR	excited to celebrate tonight with  for his  birthday  this evening ! and then hit the  game tomorrow night
SAR	  aw you are such a good friend
NON	love it when i pay for my hair and makeup and the have to go home and fix it bc it looks like a dying of a disease  stressful   at   all 
NON	so excited to be working at roadrunner again  
SAR	 you are a goddam selfish bastard . and you know that .
NON	hoping to hit the big 5 0 k this weekend ! only  thousand words left .   na no wri mo 
SAR	i am  game winning streak against brian   
NON	the land of the lost is quality television !  need to watch 
SAR	  go back to barca mate u will enjoy it and play far better .
SAR	i agree with you apart from the futon . you need to build a hut in the middle of nowhere . live off grid and start talking to yourself
SAR	peace of mind comes from honest people looking into the face of god .  victor bacon 
NON	oh and yay work directly after all my classes
SAR	i agree   tomiho  ' s solid fan
NON	granny turned down wine because i have been drinking too much lately has had two glasses of wine this week .   lol   alcoholic 
SAR	crying because i love chapel hill more than life itself
SAR	 yeah and so is ed sheeran
NON	my level of sarcasm has gotten to the point where i do not even know if im kidding or not
